Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Underhood ID	Veh Class	Air Pollution Score	FE Calc Appr	City MPG	Hwy MPG	Cmb MPG	Unadj Cmb MPG	Greenhouse Gas Score	SmartWay
DODGE RAM 2500	5.7			4WD	Gasoline	FA	HDV	6CRXK05.7TX0	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE RAM 2500	5.7				Gasoline	FA	HDV	6CRXK05.7TX0	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7			2WD	Gasoline	CA	L2	6CRXK0345470	pickup	1	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7			4WD	Gasoline	CA	L2	6CRXK0345470	pickup	1	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7				Gasoline	CA	L2	6CRXK0345470	special purpose	1	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7			2WD	Gasoline	FA	HDV	6CRXK05.7TX0	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7			4WD	Gasoline	FA	HDV	6CRXK05.7TX0	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE RAM 3500	5.7				Gasoline	FA	HDV	6CRXK05.7TX0	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
DODGE Stratus	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6CRXV0148M80	midsize car	7	N/A	20	27	22	29.2132	6	yes
DODGE Stratus	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6CRXV02.4VE1	midsize car	6	N/A	20	27	22	29.2132	6	no
DODGE Stratus	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6CRXV02.4VE1	midsize car	6	N/A	20	27	22	29.2132	6	no
DODGE Stratus	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6CRXV0167M71	midsize car	6	N/A	19	25	21	27.5843	6	no
DODGE Stratus	2.7	(6 cyl)	Auto-L4	2WD	ethanol/gas	FA	B8	6CRXV02.7VHP	midsize car	3/3	N/A	14/19	19/25	16/21	20.2904	8/6	no
DODGE Stratus	2.7	(6 cyl)	Auto-L4	2WD	ethanol	FA	B8	6CRXV02.7VHP	midsize car	3	N/A	14	19	16	20.2904	8	no
DODGE Stratus	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B8	6CRXV02.7VH1	midsize car	3	N/A	19	25	21	27.5843	6	no
DODGE Stratus	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6CRXV02.4VE1	midsize car	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
DODGE Stratus	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6CRXV02.7VH1	midsize car	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
DODGE Viper Convertible	8.3	(10 cyl)	Man-6	2WD	Gasoline	FA	B9	6CRXV08.3VM0	small car	2	N/A	11	19	13	17.1176	1	no
DODGE Viper Convertible	8.3	(10 cyl)	Man-6	2WD	Gasoline	CA	LEV	6CRXV08.3VM0	small car	2	N/A	11	19	13	17.1176	1	no
FERRARI 612 Scaglietti	5.7	(12 cyl)	Auto-6	2WD	Gasoline	FA	B9	6FEXV05.7LEV	midsize car	2	N/A	9	16	11	14.4653	0	no
FERRARI 612 Scaglietti	5.7	(12 cyl)	Man-6	2WD	Gasoline	FA	B9	6FEXV05.7LEV	midsize car	2	N/A	10	15	12	14.763	0	no
FERRARI 612 Scaglietti	5.7	(12 cyl)	Auto-6	2WD	Gasoline	CA	LEV	6FEXV05.7LEV	midsize car	2	N/A	9	16	11	14.4653	0	no
FERRARI 612 Scaglietti	5.7	(12 cyl)	Man-6	2WD	Gasoline	CA	LEV	6FEXV05.7LEV	midsize car	2	N/A	10	15	12	14.763	0	no
FERRARI F141	5.9	(12 cyl)	Man-6	2WD	Gasoline	FA	B9	6FEXV05.7LEV	small car	2	N/A	9	13	11	13.5208	0	no
FERRARI F141	5.9	(12 cyl)	Auto-6	2WD	Gasoline	FA	B9	6FEXV05.7LEV	small car	2	N/A	9	13	11	13.5845	0	no
FERRARI F141	5.9	(12 cyl)	Man-6	2WD	Gasoline	CA	LEV	6FEXV05.7LEV	small car	2	N/A	9	13	11	13.5208	0	no
FERRARI F141	5.9	(12 cyl)	Auto-6	2WD	Gasoline	CA	LEV	6FEXV05.7LEV	small car	2	N/A	9	13	11	13.5845	0	no
FERRARI F430	4.3	(8 cyl)	Auto-6	2WD	Gasoline	FA	B5	6FEXV04.3LEV	small car	6	N/A	11	16	13	16.4493	1	no
FERRARI F430	4.3	(8 cyl)	Man-6	2WD	Gasoline	FA	B5	6FEXV04.3LEV	small car	6	N/A	11	16	13	16.737	1	no
FERRARI F430	4.3	(8 cyl)	Auto-6	2WD	Gasoline	CA	L2	6FEXV04.3LEV	small car	6	N/A	11	16	13	16.4493	1	no
FERRARI F430	4.3	(8 cyl)	Man-6	2WD	Gasoline	CA	L2	6FEXV04.3LEV	small car	6	N/A	11	16	13	16.737	1	no
FORD Crown Victoria	4.6	(8 cyl)	Auto-L4	2WD	ethanol/gas	FA	B5	6FMXV04.6VE2	large car	6/6	N/A	11/15	17/23	13/18	16.8725	6/5	no
FORD Crown Victoria	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6FMXV04.6VE8	large car	6	N/A	15	23	18	23.0867	5	no
FORD Crown Victoria	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6FMXV04.6VE8	large car	6	N/A	15	23	18	23.0867	5	no
FORD Crown Victoria	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B7	6FMXV04.6VG8	large car	4	N/A	15	23	18	23.0867	5	no
FORD Crown Victoria	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXV04.6VE8	large car	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Crown Victoria	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXV04.6VG8	large car	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD E150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6FMXT05.4RM6	van	3	N/A	13	16	14	18.0094	2	no
FORD E150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6FMXT05.4RM6	van	3	N/A	12	15	13	16.8574	1	no
FORD E150	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B10	6FMXT04.6RPE	van	1	N/A	13	17	15	19.0679	3	no
FORD E150	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B10	6FMXT04.6RPE	van	1	N/A	13	17	15	18.6547	3	no
FORD E150	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT04.6RPE	van	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD E150	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT04.6RPE	van	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD E150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT05.4RM6	van	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD E150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT05.4RM6	van	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD E250	5.4				Gasoline	CA	L2	6FMXT05.4AM3	van	2	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E250	4.6				Gasoline	FC	B10	6FMXT04.6RPE	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E250	4.6				Gasoline	FA	B10	6FMXT04.6TPE	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E250	4.6				Gasoline	CA	B10	6FMXT04.6TPE	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E250	5.4				Gasoline	FA	B10	6FMXT05.4AM3	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E250	4.6				Gasoline	CF	N/A*	6FMXT04.6RPE	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E250	4.6				Gasoline	CF	N/A*	6FMXT04.6TPE	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E250	5.4				Gasoline	CF	N/A*	6FMXT05.4AM3	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E350	6.8				Gasoline	FC	B8	6FMXT06.8RH4	van	3	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	CA	L2	6FMXT05.4AM3	van	2	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	CA	L2	6FMXT05.4ST2	van	2	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	FA	B10	6FMXT05.4AM3	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	FC	B10	6FMXT05.4SP6	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	FA	B10	6FMXT05.4ST2	van	1	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	FA	HDV	6FMXK05.4TF5	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	FA	HDV	6FMXK05.4TF5	van	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	5.4				Gasoline	CF	N/A*	6FMXK05.4TF5	special purpose	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E350	5.4				Gasoline	CF	N/A*	6FMXK05.4TF5	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E350	5.4				Gasoline	CF	N/A*	6FMXT05.4AM3	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E350	5.4				Gasoline	CF	N/A*	6FMXT05.4SP6	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E350	5.4				Gasoline	CF	N/A*	6FMXT05.4ST2	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD E350	5.4				Gasoline	CA	LEV	6FMXK05.4TF5	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD E350	6.8				Gasoline	CF	N/A*	6FMXT06.8RH4	van	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD Escape	2.3	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6FMXT02.31EF	SUV	7	N/A	21	27	23	30.3097	7	yes
FORD Escape	2.3	(4 cyl)	Man-5	4WD	Gasoline	CA	U2	6FMXT02.31EF	SUV	7	N/A	19	24	21	27.7879	6	yes
FORD Escape	2.3	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6FMXT02.31EA	SUV	6	N/A	20	23	21	27.8941	6	no
FORD Escape	2.3	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6FMXT02.31EF	SUV	6	N/A	21	27	23	30.3097	7	yes
FORD Escape	2.3	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FMXT02.31EA	SUV	6	N/A	18	22	20	25.9882	6	no
FORD Escape	2.3	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6FMXT02.31EF	SUV	6	N/A	19	24	21	27.7879	6	no
FORD Escape	2.3	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6FMXT02.31EA	SUV	6	N/A	20	23	21	27.8941	6	no
FORD Escape	2.3	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FMXT02.31EA	SUV	6	N/A	18	22	20	25.9882	6	no
FORD Escape	3	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6FMXT03.01EB	SUV	6	N/A	18	23	20	25.4251	6	no
FORD Escape	3	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6FMXT03.02EC	SUV	6	N/A	17	21	19	24.0703	5	no
FORD Escape	3	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6FMXT03.01EB	SUV	6	N/A	18	23	20	25.4251	6	no
FORD Escape	3	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6FMXT03.02EC	SUV	6	N/A	17	21	19	24.0703	5	no
FORD Escape	2.3	(4 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT02.31EA	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Escape	2.3	(4 cyl)	Man-5	2WD	Gasoline	CF	N/A*	6FMXT02.31EF	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Escape	2.3	(4 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6FMXT02.31EA	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Escape	2.3	(4 cyl)	Man-5	4WD	Gasoline	CF	N/A*	6FMXT02.31EF	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Escape	3	(6 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT03.01EB	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Escape	3	(6 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6FMXT03.02EC	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Escape Hybrid	2.3	(4 cyl)	Auto-AV	2WD	Gasoline	CA	S2	6FMXT02.32EE	SUV	9.5	N/A	30	28	29	39.5289	8	yes
FORD Escape Hybrid	2.3	(4 cyl)	Auto-AV	4WD	Gasoline	CA	S2	6FMXT02.32EE	SUV	9.5	N/A	28	26	27	36.7344	8	yes
FORD Escape Hybrid	2.3	(4 cyl)	Auto-AV	2WD	Gasoline	FA	B4	6FMXT02.32EE	SUV	7	N/A	30	28	29	39.5289	8	yes
FORD Escape Hybrid	2.3	(4 cyl)	Auto-AV	4WD	Gasoline	FA	B4	6FMXT02.32EE	SUV	7	N/A	28	26	27	36.7344	8	yes
FORD Escape Hybrid	2.3	(4 cyl)	Auto-AV	2WD	Gasoline	CF	N/A*	6FMXT02.32EE	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Escape Hybrid	2.3	(4 cyl)	Auto-AV	4WD	Gasoline	CF	N/A*	6FMXT02.32EE	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Expedition	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6FMXT05.4RI7	SUV	3	N/A	12	17	14	18.3083	2	no
FORD Expedition	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6FMXT05.4RI7	SUV	3	N/A	12	16	14	17.8424	2	no
FORD Expedition	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT05.4RI7	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Expedition	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6FMXT05.4RI7	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Explorer	4	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B4	6FMXT04.03DB	SUV	7	N/A	14	19	16	20.1852	4	no
FORD Explorer	4	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B4	6FMXT04.03DB	SUV	7	N/A	13	19	15	19.5795	3	no
FORD Explorer	4	(6 cyl)	Auto-L5	2WD	Gasoline	CA	B4	6FMXT04.03DB	SUV	7	N/A	14	19	16	20.1852	4	no
FORD Explorer	4	(6 cyl)	Auto-L5	4WD	Gasoline	CA	B4	6FMXT04.03DB	SUV	7	N/A	13	19	15	19.5795	3	no
FORD Explorer	4.6	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6FMXT04.63EX	SUV	6	N/A	13	19	15	19.8134	3	no
FORD Explorer	4.6	(8 cyl)	Auto-L6	4WD	Gasoline	FA	B5	6FMXT04.63EX	SUV	6	N/A	13	18	15	18.9741	3	no
FORD Explorer	4.6	(8 cyl)	Auto-L6	2WD	Gasoline	CA	L2	6FMXT04.63EX	SUV	6	N/A	13	19	15	19.8134	3	no
FORD Explorer	4.6	(8 cyl)	Auto-L6	4WD	Gasoline	CA	L2	6FMXT04.63EX	SUV	6	N/A	13	18	15	18.9741	3	no
FORD Explorer	4	(6 cyl)	Auto-L5	2WD	Gasoline	CF	N/A*	6FMXT04.03DB	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Explorer	4	(6 cyl)	Auto-L5	4WD	Gasoline	CF	N/A*	6FMXT04.03DB	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Explorer	4.6	(8 cyl)	Auto-L6	2WD	Gasoline	CF	N/A*	6FMXT04.63EX	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD Explorer	4.6	(8 cyl)	Auto-L6	4WD	Gasoline	CF	N/A*	6FMXT04.63EX	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150	4.2	(6 cyl)	Man-5	2WD	Gasoline	FC	B8	6FMXT04.2PH4	pickup	3	N/A	14	19	16	20.2137	4	no
FORD F150	4.2	(6 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6FMXT04.2PH4	pickup	3	N/A	14	19	16	20.2792	4	no
FORD F150	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6FMXT04.6RHC	pickup	3	N/A	13	17	15	18.9812	3	no
FORD F150	4.6	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6FMXT04.6RHC	pickup	3	N/A	13	17	15	18.6309	3	no
FORD F150	4.6			2WD	Gasoline	FA	B8	6FMXT04.63HC	pickup	3	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F150	4.6			4WD	Gasoline	FA	B8	6FMXT04.63HC	pickup	3	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F150	4.6			2WD	Gasoline	CA	B8	6FMXT04.63HC	pickup	3	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F150	4.6			4WD	Gasoline	CA	B8	6FMXT04.63HC	pickup	3	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F150	5.4			2WD	Gasoline	FC	B8	6FMXT05.4RI7	pickup	3	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6FMXT05.4RI7	pickup	3	N/A	13	18	15	18.949	3	no
FORD F150	5.4			4WD	Gasoline	FC	B8	6FMXT05.4RI7	pickup	3	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F150	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6FMXT05.4RI7	pickup	3	N/A	12	16	14	17.8839	2	no
FORD F150	4.2	(6 cyl)	Man-5	2WD	Gasoline	CF	N/A*	6FMXT04.2PH4	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150	4.2	(6 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT04.2PH4	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT04.6RHC	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150	4.6	(8 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6FMXT04.6RHC	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150	4.6			2WD	Gasoline	CF	N/A*	6FMXT04.63HC	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F150	4.6			4WD	Gasoline	CF	N/A*	6FMXT04.63HC	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F150	5.4			2WD	Gasoline	CF	N/A*	6FMXT05.4RI7	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F150	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT05.4RI7	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150	5.4			4WD	Gasoline	CF	N/A*	6FMXT05.4RI7	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F150	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6FMXT05.4RI7	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150 FFV	5.4	(8 cyl)	Auto-L4	2WD	ethanol/gas	FA	B8	6FMXT05.4RH2	pickup	3/3	N/A	10/12	13/17	11/14	13.9062	5/2	no
FORD F150 FFV	5.4	(8 cyl)	Auto-L4	4WD	ethanol/gas	FA	B8	6FMXT05.4RH2	pickup	3/3	N/A	9/12	12/16	10/14	12.8889	4/2	no
FORD F150 FFV	5.4	(8 cyl)	Auto-L4	2WD	ethanol/gas	CF	N/A*	6FMXT05.4RH2	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F150 FFV	5.4	(8 cyl)	Auto-L4	4WD	ethanol/gas	CF	N/A*	6FMXT05.4RH2	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
FORD F250	5.4			2WD	Gasoline	FA	HDV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	5.4			4WD	Gasoline	FA	HDV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	5.4				Gasoline	FA	HDV	6FMXK05.4SF5	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	5.4			2WD	Gasoline	CF	N/A*	6FMXK05.4SF5	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F250	5.4			4WD	Gasoline	CF	N/A*	6FMXK05.4SF5	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F250	5.4				Gasoline	CF	N/A*	6FMXK05.4SF5	special purpose	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F250	5.4			2WD	Gasoline	CA	LEV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	5.4			4WD	Gasoline	CA	LEV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	5.4				Gasoline	CA	LEV	6FMXK05.4SF5	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	6.8			2WD	Gasoline	FA	HDV	6FMXK06.8RF2	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	6.8			4WD	Gasoline	FA	HDV	6FMXK06.8RF2	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	6.8			2WD	Gasoline	CF	N/A*	6FMXK06.8RF2	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F250	6.8			4WD	Gasoline	CF	N/A*	6FMXK06.8RF2	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F250	6.8			2WD	Gasoline	CA	LEV	6FMXK06.8RF2	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F250	6.8			4WD	Gasoline	CA	LEV	6FMXK06.8RF2	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			2WD	Gasoline	FA	HDV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			2WD	Gasoline	FA	HDV	6FMXK05.4TF9	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			4WD	Gasoline	FA	HDV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			4WD	Gasoline	FA	HDV	6FMXK05.4TF9	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4				Gasoline	FA	HDV	6FMXK05.4SF5	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4				Gasoline	FA	HDV	6FMXK05.4TF9	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			2WD	Gasoline	FA	HDV	6FMXK05.4LFD	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			2WD	Gasoline	FA	HDV	6FMXK05.4WFD	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			4WD	Gasoline	FA	HDV	6FMXK05.4LFD	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			4WD	Gasoline	FA	HDV	6FMXK05.4WFD	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4				Gasoline	FA	HDV	6FMXK05.4LFD	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4				Gasoline	FA	HDV	6FMXK05.4WFD	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			2WD	Gasoline	CF	N/A*	6FMXK05.4SF5	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F350	5.4			2WD	Gasoline	CF	N/A*	6FMXK05.4TF9	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F350	5.4			4WD	Gasoline	CF	N/A*	6FMXK05.4SF5	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F350	5.4			4WD	Gasoline	CF	N/A*	6FMXK05.4TF9	pickup	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F350	5.4				Gasoline	CF	N/A*	6FMXK05.4SF5	special purpose	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F350	5.4				Gasoline	CF	N/A*	6FMXK05.4TF9	special purpose	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
FORD F350	5.4			2WD	Gasoline	CA	LEV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			2WD	Gasoline	CA	LEV	6FMXK05.4TF9	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			4WD	Gasoline	CA	LEV	6FMXK05.4SF5	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			4WD	Gasoline	CA	LEV	6FMXK05.4TF9	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4				Gasoline	CA	LEV	6FMXK05.4SF5	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4				Gasoline	CA	LEV	6FMXK05.4TF9	special purpose	0	N/A	N/A	N/A	N/A	N/A	N/A	no
FORD F350	5.4			2WD	Gasoline	CA	LEV	6FMXK05.4LFD	pickup	0	N/A	N/A	N/A	N/A	N/A	N/A	no
